step,time,dt,inner_flux,outer_flux,vrms
0,0.0001198339684373328,0.0001198339684373328,2.1869660148132946,2.2585413767436564,2.8900559981303936e-05
1,0.0002396679368746656,0.0001198339684373328,2.2211412631828438,2.2204437555069787,2.8370067584192777e-05
2,0.0003595019053119984,0.0001198339684373328,2.2471098033384855,2.207563858612919,2.7613769787879082e-05
3,0.0004793358737493312,0.0001198339684373328,2.266799149302616,2.1934316886222405,2.6919883585073785e-05
4,0.000599169842186664,0.0001198339684373328,2.28385018962046,2.1846324093607503,2.634372911896969e-05
5,0.0007190038106239968,0.0001198339684373328,2.297960117600119,2.1755414126707078,2.5702898809686264e-05
6,0.0008388377790613296,0.0001198339684373328,2.310752823884661,2.168746389271449,2.5097329204681318e-05
7,0.0009586717474986624,0.0001198339684373328,2.3218711422629608,2.161801949929965,2.4479479401251678e-05
8,0.0010785057159359952,0.0001198339684373328,2.3322422482620486,2.1561149740196717,2.3882674710077237e-05
9,0.001198339684373328,0.0001198339684373328,2.3416271926102943,2.1503266457369663,2.3292321044184723e-05
10,0.001318173652810661,0.0001198339684373328,2.3505019091263066,2.145319730957502,2.281334867701013e-05
11,0.0014380076212479938,0.0001198339684373328,2.358724074674589,2.1402775821738107,2.223791382832891e-05
12,0.0015578415896853267,0.0001198339684373328,2.366565187993932,2.1357481314202658,2.173480239359102e-05
13,0.0016776755581226596,0.0001198339684373328,2.3739484496746197,2.1312270796631414,2.1279029358424814e-05
14,0.0017975095265599925,0.0001198339684373328,2.381030025981673,2.127057865219573,2.075139875918793e-05
15,0.0019173434949973254,0.0001198339684373328,2.387773575359743,2.122922887089602,2.0278593732367173e-05
16,0.002037177463434658,0.0001198339684373328,2.394270371873952,2.1190388293989257,1.9839549112160192e-05
17,0.0021570114318719908,0.0001198339684373328,2.400506642630271,2.115202407134219,1.9432094679583444e-05
18,0.0022768454003093234,0.0001198339684373328,2.4065367090054677,2.1115512041212834,1.8998162244691796e-05
19,0.002396679368746656,0.0001198339684373328,2.412358269430385,2.1079550909673466,1.858613009973037e-05
20,0.002516513337183989,0.0001198339684373328,2.4180051034378316,2.104499675052588,1.8185870026776683e-05
21,0.0026363473056213215,0.0001198339684373328,2.4234802660328025,2.101101184330078,1.779179229686496e-05
22,0.002756181274058654,0.0001198339684373328,2.428805492773355,2.0978130059104365,1.741190753862216e-05
23,0.002876015242495987,0.0001198339684373328,2.4339859784605924,2.094580792248578,1.7007790204407684e-05
24,0.0029958492109333195,0.0001198339684373328,2.439036408277003,2.0914375887981853,1.6690352374586864e-05
25,0.003115683179370652,0.0001198339684373328,2.443962496424405,2.0883478620507185,1.633104434860189e-05
26,0.003235517147807985,0.0001198339684373328,2.4487746587582833,2.0853318328056147,1.5991325824167275e-05
27,0.0033553511162453175,0.0001198339684373328,2.453478389605948,2.0823660558339734,1.5655449084932525e-05
28,0.00347518508468265,0.0001198339684373328,2.4580814381978193,2.0794626893842207,1.533612047172313e-05
29,0.003595019053119983,0.0001198339684373328,2.4625887840877874,2.0766060912172013,1.5020226064904242e-05
30,0.0037148530215573156,0.0001198339684373328,2.4670064220464796,2.0738033727431318,1.47309181325228e-05
31,0.0038346869899946482,0.0001198339684373328,2.4713387524526578,2.0710439540762704,1.4443946022087778e-05
32,0.003954520958431981,0.0001198339684373328,2.4755905594551004,2.0683318070539807,1.4149582135996401e-05
33,0.004074354926869314,0.0001198339684373328,2.4797656902251335,2.065659656134721,1.388276832944229e-05
34,0.004194188895306646,0.0001198339684373328,2.4838680639586093,2.063029538577197,1.3619746391809979e-05
35,0.004314022863743979,0.0001198339684373328,2.4879010234075793,2.0604363492956166,1.3344538396352703e-05
36,0.004433856832181312,0.0001198339684373328,2.4918678556770386,2.0578809513805374,1.3117955564461e-05
37,0.004553690800618644,0.0001198339684373328,2.4957714532543043,2.055359676856611,1.2863591698787039e-05
38,0.004673524769055977,0.0001198339684373328,2.499614623184839,2.05287269021617,1.2607793064735707e-05
39,0.00479335873749331,0.0001198339684373328,2.5033998801746593,2.0504172882387075,1.2400009703456913e-05
40,0.004913192705930642,0.0001198339684373328,2.5071296345112186,2.047993230528083,1.2158577709685743e-05
41,0.005033026674367975,0.0001198339684373328,2.510806096368989,2.0455984706348995,1.1948791029721219e-05
42,0.005152860642805308,0.0001198339684373328,2.5144313579993898,2.043232548293621,1.177804098786888e-05
43,0.00527269461124264,0.0001198339684373328,2.5180073644740166,2.0408938693534044,1.152851805299771e-05
44,0.005392528579679973,0.0001198339684373328,2.5215359421538803,2.0385818658342187,1.1323594638115789e-05
45,0.005512362548117306,0.0001198339684373328,2.525018808494839,2.036295262199792,1.113215811155006e-05
46,0.005632196516554638,0.0001198339684373328,2.5284575808623093,2.034033451052187,1.095416035805271e-05
47,0.005752030484991971,0.0001198339684373328,2.53185377158856,2.031795385704658,1.0755323129407666e-05
48,0.005871864453429304,0.0001198339684373328,2.535208827210951,2.0295804589322244,1.0621661462625469e-05
49,0.005991698421866636,0.0001198339684373328,2.53852409011067,2.0273877933768247,1.042774889477604e-05
50,0.006111532390303969,0.0001198339684373328,2.5418008377224255,2.025216802743055,1.0265130112175973e-05
51,0.006231366358741302,0.0001198339684373328,2.5450402876743383,2.0230667403380687,1.0077773434651787e-05
52,0.006351200327178634,0.0001198339684373328,2.548243575049048,2.020937052042986,9.942991746074953e-06
53,0.006471034295615967,0.0001198339684373328,2.5514117831742102,2.018827091057474,9.790483310733678e-06
54,0.0065908682640533,0.0001198339684373328,2.554545947192759,2.016736342823171,9.644857116792474e-06
55,0.0067107022324906325,0.0001198339684373328,2.5576470355730234,2.014664240508815,9.485050280015086e-06
56,0.006830536200927965,0.0001198339684373328,2.5607159722602457,2.01261030844675,9.389267011325101e-06
57,0.006950370169365298,0.0001198339684373328,2.563753642446438,2.0105740466417052,9.200235886957723e-06
58,0.0070702041378026305,0.0001198339684373328,2.5667608800666653,2.0085550183396244,9.064828969259029e-06
59,0.007190038106239963,0.0001198339684373328,2.5697384820130695,2.00655277812698,8.932571017342472e-06
60,0.007309872074677296,0.0001198339684373328,2.572687208243701,2.0045669268675135,8.826130902207336e-06
61,0.0074297060431146285,0.0001198339684373328,2.57560777609538,2.0025970645746045,8.735516870730347e-06
62,0.007549540011551961,0.0001198339684373328,2.5785008853528573,2.0006428281965563,8.591677489661561e-06
63,0.007669373979989294,0.0001198339684373328,2.5813671802623563,1.9987038569440654,8.501728958440855e-06
64,0.0077892079484266265,0.0001198339684373328,2.5842072963669604,1.996779819210827,8.358496850166926e-06
65,0.00790904191686396,0.0001198339684373328,2.5870218332548878,1.9948703902021971,8.23256555160896e-06
66,0.008028875885301294,0.0001198339684373328,2.5898113561994185,1.9929752667683953,8.159759400727788e-06
67,0.008148709853738627,0.0001198339684373328,2.592576425043313,1.9910941547228096,8.023221212001854e-06
68,0.00826854382217596,0.0001198339684373328,2.5953175528838774,1.9892267775425785,7.923961698296788e-06
69,0.008388377790613294,0.0001198339684373328,2.598035247858709,1.9873728681800438,7.829848637420433e-06
70,0.008508211759050628,0.0001198339684373328,2.6007299893734666,1.9855321734631588,7.76542929262239e-06
71,0.008628045727487961,0.0001198339684373328,2.6034022348869272,1.983704450400879,7.642124084181605e-06
72,0.008747879695925295,0.0001198339684373328,2.6060524344992273,1.981889468495597,7.545727769015779e-06
73,0.008867713664362628,0.0001198339684373328,2.6086810009827546,1.9800870050299895,7.493921048879243e-06
74,0.008987547632799962,0.0001198339684373328,2.611288344386134,1.978296848843912,7.440734276680222e-06
75,0.009107381601237296,0.0001198339684373328,2.613874863308403,1.9765187974698564,7.3422580219870865e-06
76,0.009227215569674629,0.0001198339684373328,2.616440913389257,1.9747526557802142,7.249283451681989e-06
77,0.009347049538111963,0.0001198339684373328,2.6189868750731757,1.9729982390244534,7.135932338158597e-06
78,0.009466883506549296,0.0001198339684373328,2.621513086663231,1.9712553692120633,7.086787170428978e-06
79,0.00958671747498663,0.0001198339684373328,2.6240198795247824,1.9695238749760666,6.987445945520614e-06
80,0.009706551443423963,0.0001198339684373328,2.6265075809974325,1.9678035936215497,6.9139349877712675e-06
81,0.009826385411861297,0.0001198339684373328,2.628976489548939,1.9660943667631134,6.8666808160294426e-06
82,0.00994621938029863,0.0001198339684373328,2.631426917289006,1.9643960449681614,6.8399581369510074e-06
83,0.010066053348735964,0.0001198339684373328,2.6338591391213937,1.9627084825652048,6.683055358617627e-06
84,0.010185887317173297,0.0001198339684373328,2.6362734350261103,1.9610315408873544,6.659393161037724e-06
85,0.010305721285610631,0.0001198339684373328,2.638670075960466,1.959365086077558,6.591803371973607e-06
86,0.010425555254047965,0.0001198339684373328,2.6410493185605275,1.957708989376614,6.523549378040823e-06
87,0.010545389222485298,0.0001198339684373328,2.643411408247017,1.956063126705889,6.470966693066625e-06
88,0.010665223190922632,0.0001198339684373328,2.6457565942346624,1.9544273794170122,6.36958977874188e-06
89,0.010785057159359965,0.0001198339684373328,2.648085098093657,1.9528016314445176,6.348382442351199e-06
90,0.010904891127797299,0.0001198339684373328,2.6503971574230536,1.951185773064834,6.282130230536767e-06
91,0.011024725096234632,0.0001198339684373328,2.6526929820874994,1.9495796966830916,6.215665711336776e-06
92,0.011144559064671966,0.0001198339684373328,2.6549727810714,1.9479832988384256,6.200639244196057e-06
93,0.0112643930331093,0.0001198339684373328,2.6572367681321887,1.946396480520285,6.110781217330894e-06
94,0.011384227001546633,0.0001198339684373328,2.659485134723107,1.9448191447935064,6.103134241008361e-06
95,0.011504060969983966,0.0001198339684373328,2.661718076103203,1.943251198485782,5.982885354271888e-06
96,0.0116238949384213,0.0001198339684373328,2.6639357765056304,1.9416925511165783,5.947412687609046e-06
97,0.011743728906858633,0.0001198339684373328,2.666138416103262,1.940143115684646,5.894988576942809e-06
98,0.011863562875295967,0.0001198339684373328,2.668326180126712,1.9386028074272121,5.8210452059963244e-06
99,0.0119833968437333,0.0001198339684373328,2.6704992232051685,1.9370715434977839,5.827368093301892e-06
100,0.012103230812170634,0.0001198339684373328,2.6726577249591386,1.9355492453810237,5.746313484114096e-06
101,0.012223064780607968,0.0001198339684373328,2.674801843935045,1.9340358348438191,5.814571468215706e-06
102,0.012342898749045301,0.0001198339684373328,2.6769317357205247,1.93253123696412,5.628469670623712e-06
103,0.012462732717482635,0.0001198339684373328,2.6790475488603867,1.931035378093893,5.612944983160574e-06
104,0.012582566685919968,0.0001198339684373328,2.6811494451775135,1.9295481878782232,5.587342803868123e-06
105,0.012702400654357302,0.0001198339684373328,2.683237558640742,1.9280695967922843,5.471779483312493e-06
106,0.012822234622794635,0.0001198339684373328,2.685312033098891,1.9265995365724182,5.4628189525642025e-06
107,0.012942068591231969,0.0001198339684373328,2.687373008568561,1.9251379422281718,5.418474098381044e-06
108,0.013061902559669302,0.0001198339684373328,2.6894206188405136,1.9236847491573863,5.415299692801796e-06
109,0.013181736528106636,0.0001198339684373328,2.6914549952554814,1.922239894993734,5.3574284544809655e-06
110,0.01330157049654397,0.0001198339684373328,2.6934762731328217,1.9208033188179665,5.2514050727141276e-06
111,0.013421404464981303,0.0001198339684373328,2.695484564058874,1.9193749594840364,5.256117618013461e-06
112,0.013541238433418637,0.0001198339684373328,2.6974800054958727,1.9179547597590039,5.205333129757283e-06
113,0.01366107240185597,0.0001198339684373328,2.699462704859702,1.91654266173482,5.164485998033248e-06
114,0.013780906370293304,0.0001198339684373328,2.701432787481536,1.915138609523486,5.159235798965751e-06
115,0.013900740338730637,0.0001198339684373328,2.7033903661512113,1.9137425476265832,5.084273075488808e-06
116,0.01402057430716797,0.0001198339684373328,2.705335549160452,1.912354422673189,5.059170154515193e-06
117,0.014140408275605304,0.0001198339684373328,2.707268453371411,1.9109741819187498,5.005753189628893e-06
118,0.014260242244042638,0.0001198339684373328,2.709189184507327,1.9096017726616623,5.013283943143612e-06
119,0.014380076212479971,0.0001198339684373328,2.711097848961733,1.908237144987447,4.928016464477312e-06
120,0.014499910180917305,0.0001198339684373328,2.7129945482378632,1.9068802478839462,4.967505191888932e-06
121,0.014619744149354639,0.0001198339684373328,2.714879383758503,1.9055310324594843,4.863053427218843e-06
122,0.014739578117791972,0.0001198339684373328,2.7167524616011014,1.904189450244711,4.816321680025359e-06
123,0.014859412086229306,0.0001198339684373328,2.7186138705365317,1.9028554534236528,4.738321267327848e-06
124,0.01497924605466664,0.0001198339684373328,2.7204637119982857,1.901528994542199,4.778116533832086e-06
125,0.015099080023103973,0.0001198339684373328,2.722302080293676,1.90021002823693,4.707633805021203e-06
126,0.015218913991541306,0.0001198339684373328,2.724129071454959,1.8988985083460481,4.671963583556755e-06
127,0.01533874795997864,0.0001198339684373328,2.7259447671308727,1.897594389926071,4.641699107913223e-06
128,0.015458581928415973,0.0001198339684373328,2.727749267931506,1.8962976286893973,4.600291024596066e-06
129,0.015578415896853307,0.0001198339684373328,2.729542658451481,1.8950081806776287,4.57133002231929e-06
130,0.01569824986529064,0.0001198339684373328,2.731325019282573,1.8937260027356007,4.613361335673803e-06
131,0.015818083833727972,0.0001198339684373328,2.7330964476100537,1.8924510521235314,4.583603110441164e-06
132,0.015937917802165306,0.0001198339684373328,2.7348570186773022,1.89118328660165,4.541700861129633e-06
133,0.01605775177060264,0.0001198339684373328,2.736606821125749,1.8899226642837021,4.518147088472055e-06
134,0.016177585739039973,0.0001198339684373328,2.73834593368832,1.888669144125666,4.391867027309001e-06
135,0.016297419707477306,0.0001198339684373328,2.7400744322849273,1.8874226849836848,4.416179660748795e-06
136,0.01641725367591464,0.0001198339684373328,2.7417924081429508,1.8861832468903992,4.336794328475181e-06
137,0.016537087644351973,0.0001198339684373328,2.743499924765387,1.884950789503394,4.315529206461517e-06
138,0.016656921612789307,0.0001198339684373328,2.745197075982982,1.8837252736040855,4.336293315491181e-06
139,0.01677675558122664,0.0001198339684373328,2.746883918682738,1.882506659364605,4.2535915361905875e-06
140,0.016896589549663974,0.0001198339684373328,2.7485605443227,1.881294908692361,4.214142374847064e-06
141,0.017016423518101308,0.0001198339684373328,2.7502270174720227,1.8800899822795483,4.229838233893592e-06
142,0.01713625748653864,0.0001198339684373328,2.7518834185100216,1.87889184290593,4.1496235170636585e-06
143,0.017256091454975975,0.0001198339684373328,2.753529814415031,1.8777004519682465,4.120509375201408e-06
144,0.01737592542341331,0.0001198339684373328,2.7551662717701326,1.8765157721751424,4.100199163569854e-06
145,0.017495759391850642,0.0001198339684373328,2.75679287038033,1.8753377665144235,4.07565101057822e-06
146,0.017615593360287975,0.0001198339684373328,2.7584096801013036,1.8741663981096637,4.092375183104348e-06
147,0.01773542732872531,0.0001198339684373328,2.7600167582007904,1.8730016298153243,4.08904446636986e-06
148,0.017855261297162642,0.0001198339684373328,2.761614180705481,1.871843425865666,4.049802027669044e-06
149,0.017975095265599976,0.0001198339684373328,2.7632020130907184,1.8706917498064388,3.954277942464919e-06
150,0.01809492923403731,0.0001198339684373328,2.7647803242111695,1.8695465660028507,3.949765479717718e-06
151,0.018214763202474643,0.0001198339684373328,2.766349175240635,1.8684078392142263,3.972995745905466e-06
152,0.018334597170911977,0.0001198339684373328,2.767908636189699,1.8672755335744324,3.857186542325334e-06
153,0.01845443113934931,0.0001198339684373328,2.769458762362698,1.8661496140272331,3.844596961534613e-06
154,0.018574265107786644,0.0001198339684373328,2.7709996281858618,1.8650300462374065,3.9625290087456015e-06
155,0.018694099076223977,0.0001198339684373328,2.7725312883937105,1.8639167952615907,3.819630697526198e-06
156,0.01881393304466131,0.0001198339684373328,2.774053804794899,1.8628098263549673,3.7472277627818906e-06
157,0.018933767013098644,0.0001198339684373328,2.7755672413526784,1.8617091058677409,3.7190481748130935e-06
158,0.019053600981535978,0.0001198339684373328,2.777071661680392,1.8606145997656616,3.760005360322699e-06
159,0.01917343494997331,0.0001198339684373328,2.7785671220766734,1.8595262740653706,3.7368249779178837e-06
160,0.019293268918410645,0.0001198339684373328,2.780053677083228,1.8584440953197912,3.638857035856654e-06
161,0.01941310288684798,0.0001198339684373328,2.7815313959902035,1.8573680303502538,3.619619917361761e-06
162,0.019532936855285312,0.0001198339684373328,2.7830003284119567,1.8562980458511902,3.6456684076605997e-06
163,0.019652770823722646,0.0001198339684373328,2.784460540801012,1.8552341088581328,3.5688687158262853e-06
164,0.01977260479215998,0.0001198339684373328,2.785912080723691,1.854176186573709,3.5361376464504833e-06
165,0.019892438760597313,0.0001198339684373328,2.7873550123101647,1.8531242463281283,3.5049774928639096e-06
166,0.020012272729034646,0.0001198339684373328,2.7887893867368856,1.8520782556404798,3.500535078858302e-06
167,0.02013210669747198,0.0001198339684373328,2.79021526128591,1.851038182650375,3.4633171893728346e-06
168,0.020251940665909313,0.0001198339684373328,2.791632692704282,1.8500039947461533,3.476401262758244e-06
169,0.020371774634346647,0.0001198339684373328,2.7930417344330793,1.8489756603584306,3.413312078050921e-06
170,0.02049160860278398,0.0001198339684373328,2.7944424393589737,1.8479531477095914,3.48163347363383e-06
171,0.020611442571221314,0.0001198339684373328,2.795834861652711,1.8469364253324458,3.3602897260130604e-06
172,0.020731276539658648,0.0001198339684373328,2.7972190522883813,1.8459254615810738,3.425624199816603e-06
173,0.02085111050809598,0.0001198339684373328,2.798595072227751,1.8449202254569321,3.3193813207852016e-06
174,0.020970944476533315,0.0001198339684373328,2.7999629603340175,1.8439206856216563,3.346168106279583e-06
175,0.021090778444970648,0.0001198339684373328,2.8013227816255077,1.8429268116737472,3.2690207549516454e-06
176,0.02121061241340798,0.0001198339684373328,2.8026745795316295,1.8419385723121577,3.245391670367975e-06
177,0.021330446381845315,0.0001198339684373328,2.804018405643147,1.8409559370174085,3.315514055982871e-06
178,0.02145028035028265,0.0001198339684373328,2.805354312770803,1.8399788755190514,3.2501865196489684e-06
179,0.021570114318719982,0.0001198339684373328,2.8066823477334695,1.8390073575718004,3.2708549818233948e-06
180,0.021689948287157316,0.0001198339684373328,2.808002560807661,1.8380413527719948,3.160535437644749e-06
181,0.02180978225559465,0.0001198339684373328,2.8093150071114974,1.8370808313926745,3.1255675172401643e-06
182,0.021929616224031983,0.0001198339684373328,2.810619729570828,1.8361257633605952,3.1184437697450933e-06
183,0.022049450192469316,0.0001198339684373328,2.8119167743351037,1.8351761189396256,3.096617118009875e-06
184,0.02216928416090665,0.0001198339684373328,2.813206196601248,1.8342318689689683,3.060889406253838e-06
185,0.022289118129343984,0.0001198339684373328,2.8144880381183044,1.8332929835853502,3.040579681111464e-06
186,0.022408952097781317,0.0001198339684373328,2.8157623493422097,1.8323594339840363,2.9995853975000407e-06
187,0.02252878606621865,0.0001198339684373328,2.8170291679461803,1.8314311902177052,3.0321672351017484e-06
188,0.022648620034655984,0.0001198339684373328,2.818288558622539,1.8305082245650166,2.973149848519732e-06
189,0.022768454003093318,0.0001198339684373328,2.8195405554401867,1.8295905072061582,2.9508888678627767e-06
190,0.02288828797153065,0.0001198339684373328,2.820785202180529,1.828678009725325,3.042923237126952e-06
191,0.023008121939967985,0.0001198339684373328,2.822022551738125,1.8277707037155027,2.9106118102950864e-06
192,0.02312795590840532,0.0001198339684373328,2.8232526432250302,1.826868560539614,3.0066922199308216e-06
193,0.023247789876842652,0.0001198339684373328,2.8244755226254523,1.8259715517284423,2.9177053962903812e-06
194,0.023367623845279985,0.0001198339684373328,2.8256912385051938,1.8250796499025452,2.9121523938535558e-06
195,0.02348745781371732,0.0001198339684373328,2.8268998318286616,1.8241928266717211,2.8273419916363987e-06
196,0.023607291782154653,0.0001198339684373328,2.8281013410237423,1.8233110536250874,2.8337272390868644e-06
197,0.023727125750591986,0.0001198339684373328,2.82929581842483,1.8224343037309225,2.799943007012715e-06
198,0.02384695971902932,0.0001198339684373328,2.8304833071382745,1.8215625492614085,2.764017479315239e-06
199,0.023966793687466653,0.0001198339684373328,2.831663842095298,1.8206957624254438,2.746522666334667e-06
